"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
BRP,""Бирау"",""Biaru"",""-7.67:146.35"",""Pacific/Port_Moresby"",""Papua New Guinea""
BRQ,""Брно"",""Brno"",""49.1909804:16.6115347"",""Europe/Prague"",""Czech Republic""
BRR,""Барра"",""Barra"",""56.9808838:-7.4567959"",""Africa/Luanda"",""United Kingdom""
BRS,""Бристоль"",""Bristol"",""51.4553129:-2.5919023"",""Europe/London"",""United Kingdom""
BRT,""о. Батерст"",""Bathurst Island"",""-11.6035121:130.3496894"",""Australia/Perth"",""Australia""
BRU,""Брюссель"",""Brussels"",""50.8503396:4.3517103"",""Europe/Brussels"",""Belgium""
BRV,""Бремерхафен"",""Bremerhaven"",""53.5419399:8.5780378"",""Europe/Berlin"",""Germany""
BRX,""Барахона"",""Barahona"",""18.207899:-71.099617"",""America/Santo_Domingo"",""Dominican Republic""
BRY,""Бардстаун"",""Bardstown"",""37.8092279:-85.4669025"",""America/Indiana/Vevay"",""United States""
BRZ,""Боротоу"",""Borotou"",""8.73:-7.5"",""Africa/Abidjan"",""Ivory Coast""
BSA,""Босаасо"",""Bossaso"",""11.277408:49.1512174"",""Africa/Mogadishu"",""Somalia""
BSB,""Бразилиа"",""Brasilia"",""-15.7801482:-47.9291698"",""America/Sao_Paulo"",""Brazil""
BSC,""Баия Солано"",""Bahia Solano"",""6.222552:-77.401154"",""America/Bogota"",""Colombia""
BSD,""Баошань"",""Baoshan"",""25.112065:99.161471"",""Asia/Chongqing"",""China""
BSE,""Семантан"",""Sematan"",""1.81:109.76"",""Asia/Kuching"",""Malaysia""
BSF,""Похакулоа"",""Pohakuloa"",,""Pacific/Honolulu"",""United States""
BSG,""Бата"",""Bata"",""1.862531:9.76572"",""Africa/Malabo"",""Equatorial Guinea""
BSH,""Брайтон"",""Brighton"",,""Europe/London"",""United Kingdom""
BSI,""Блэрсвилл"",""Blairsville"",""40.4311796:-79.260869"",""America/New_York"",""United States""
BSJ,""Бэрнсдейл"",""Bairnsdale"",""-37.8245772:147.6317185"",""Australia/Melbourne"",""Australia""
BSK,""Бискра"",""Biskra"",""34.85:5.7333333"",""Africa/Algiers"",""Algeria""
BSL,""Базель"",""Basel"",""47.557421:7.5925727"",""Europe/Paris"",""Switzerland""
BSM,""Бише-кола"",""Bishe-kola"",""36.66:52.35"",,""Iran""
BSN,""Босангоа"",""Bossangoa"",""6.491239:17.45499"",""Africa/Bangui"",""Central African Republic""
BSO,""Баско"",""Basco"",""20.4634375:122.004179"",""Asia/Manila"",""Philippines""
BSP,""Бенсбах"",""Bensbach"",""-8.85:141.25"",""Asia/Jayapura"",""Papua New Guinea""
BSQ,""Бисби"",""Bisbee"",""31.4481547:-109.9284084"",""America/Chicago"",""United States""
BSR,""Басра"",""Basra"",""30.5:47.8166667"",""Asia/Baghdad"",""Iraq""
BSS,""Альтбальсас"",""Balsas"",""-7.5329164:-46.0350266"",""America/Fortaleza"",""Brazil""
BST,""Бост"",""Bost"",""31.56:64.36"",""Asia/Kabul"",""Afghanistan""
BSU,""Базанкусю"",""Basankusu"",""1.2222222:19.8027778"",""Africa/Kinshasa"",""Democratic Republic of the Congo""
BSV,""Бесакоа"",""Besakoa"",""-7.24:141.09"",""Indian/Antananarivo"",""Papua New Guinea""
BSW,""Босвелл Бэй"",""Boswell Bay"",,""America/Anchorage"",""United States""
BSX,""Бассейн"",""Bassein"",""16.7741667:94.7316667"",""Europe/Zaporozhye"",""Myanmar""
BSY,""Бардера"",""Bardera"",""2.33:42.31"",""Asia/Tehran"",""Somalia""
BSZ,""Бартлетс"",""Bartletts"",""58.2162069:-157.3523925"",""Pacific/Auckland"",""United States""
BTA,""Яунде"",""Yaoundé"",""4.55:13.73"",,""Cameroon""
BTB,""Бету"",""Betou"",""3.0625711:18.5181188"",""Africa/Brazzaville"",""Republic of the Congo""
BTC,""Баттикалоа"",""Batticaloa"",""7.71:81.68"",""Asia/Colombo"",""Sri Lanka""
BTD,""Брунетт-Даунс"",""Brunette Downs"",""-18.64:135.94"",""Australia/Darwin"",""Australia""
BTE,""Бонте"",""Bonthe"",""7.53:-12.52"",""Africa/Freetown"",""Sierra Leone""
BTF,""Баунтифул"",""Bountiful"",""40.8893895:-111.880771"",""America/Denver"",""United States""
BTG,""Батангафо"",""Batangafo"",""7.306699:18.29215"",""Africa/Bangui"",""Central African Republic""
BTH,""Батам"",""Batam"",""1.12:104.12"",""Asia/Jakarta"",""Indonesia""
BTI,""Бартер-Айленд"",""Barter Island"",""70.17:-146.84"",""America/New_York"",""United States""
BTJ,""Банда Ачех"",""Banda Aceh"",""5.546182:95.319054"",""Asia/Jakarta"",""Indonesia""
BTK,""Братск"",""Bratsk"",""56.1696588:101.5916368"",""Asia/Irkutsk"",""Russia""
BTL,""Батл Крик"",""Battle Creek"",""42.3211522:-85.1797142"",""America/Indiana/Knox"",""United States""
BTM,""Бьютт"",""Butte"",""46.003917:-112.534446"",""America/Los_Angeles"",""United States""
BTN,""Беннетсвилл"",""Bennettsville"",""34.6173803:-79.6847814"",""America/Kentucky/Louisville"",""United States""
BTO,""Боттопасси"",""Botopasie"",""4.2164592:-55.446469"",""+3.0"",""Suriname""
BTP,""Батлер"",""Butler"",""40.8611755:-79.8953328"",""America/Chicago"",""United States""
BTQ,""Бутаре"",""Butare"",""-2.602733:29.737324"",""Africa/Kigali"",""Rwanda""
BTR,""Батон Руж"",""Baton Rouge"",""30.4582829:-91.1403196"",""America/Chicago"",""United States""
BTS,""Братислава"",""Bratislava"",""48.17:17.21"",""Europe/Bratislava"",""Slovakia""
BTT,""Бетлс"",""Bettles"",""66.9188889:-151.5161111"",""America/Anchorage"",""United States""
BTU,""Бинтулу"",""Bintulu"",""3.19057:113.0901109"",""Asia/Kuching"",""Malaysia""
BTV,""Берлингтон"",""Burlington"",""44.4758825:-73.212072"",""America/Chicago"",""United States""
BTW,""Бату Лицин"",""Batu Licin"",""-3.41:116.0"",""Asia/Makassar"",""Indonesia""
BTX,""Бетута"",""Betoota"",""-25.6935368:140.74462"",""Australia/Brisbane"",""Australia""
BTY,""Битти"",""Beatty"",""36.9085566:-116.7592265"",""America/Chicago"",""United States""
BTZ,""Бурса"",""Bursa"",""40.18257:29.06687"",""Europe/Istanbul"",""Turkey""
BUA,""о. Бука"",""Buka"",""-5.2384267:154.6451287"",""Pacific/Port_Moresby"",""Papua New Guinea""
BUB,""Беруэлл"",""Burwell"",""41.7816732:-99.1331539"",""America/New_York"",""United States""
BUC,""Берктаун"",""Burketown"",""-17.740906:139.5456106"",""Australia/Brisbane"",""Australia""
BUD,""Будапешт"",""Budapest"",""47.4984056:19.0407578"",""Europe/Budapest"",""Hungary""
BUE,""Буэнос-Айрес"",""Buenos Aires"",""-34.6084175:-58.3731613"",""America/Argentina/Buenos_Aires"",""Argentina""
BUF,""Буффало"",""Buffalo"",""42.8864468:-78.8783689"",""America/New_York"",""United States""
BUG,""Бенгела"",""Benguela"",""-12.57655:13.40555"",""Africa/Luanda"",""Angola""
BUH,""Бухарест"",""Bucharest"",""44.437711:26.097367"",""Europe/Bucharest"",""Romania""
BUI,""Бркондини"",""Bokondini"",""-3.7:138.63"",""Asia/Jayapura"",""Indonesia""
BUJ,""Боуссаада"",""Boussaada"",""35.33:4.21"",""Africa/Algiers"",""Algeria""
BUK,""Олбук"",""Albuq"",""15.833333:43.766666"",""Asia/Aden"",""Yemen""
BUL,""Булоло"",""Bulolo"",""-7.22:146.63"",""Pacific/Port_Moresby"",""Papua New Guinea""
BUM,""Батлер"",""Butler"",""40.78:-79.95"",""America/Chicago"",""United States""
BUN,""Буенавентура"",""Buenaventura"",""3.886611:-77.070229"",""America/Bogota"",""Colombia""
BUO,""Бурао"",""Burao"",""9.53:45.56"",""Africa/Mogadishu"",""Somalia""
BUP,""Бхатинда"",""Bhatinda"",""30.27:74.76"",""Asia/Kolkata"",""India""
BUQ,""Булавайо"",""Bulawayo"",""-20.17219:28.58116"",""Africa/Harare"",""Zimbabwe""
BUR,""Бербанк"",""Burbank"",""0.0:0.0"",""America/Los_Angeles"",""United States""
BUS,""Батуми"",""Batumi"",""41.651741:41.656189"",""Asia/Tbilisi"",""Georgia""
BUT,""Бертонвуд"",""Burtonwood"",""53.4304501:-2.6531137"",""Europe/London"",""United Kingdom""
BUU,""Бюйо"",""Buyo"",""6.27:-7.05"",""Africa/Abidjan"",""Ivory Coast""
BUV,""Белья Уньон"",""Bella Union"",""-30.25771:-57.59483"",""America/Montevideo"",""Uruguay""
BUW,""Баубау"",""Baubau"",""-5.49:122.57"",""Asia/Makassar"",""Indonesia""
BUX,""Буниа"",""Bunia"",""1.5666667:30.25"",""Africa/Lubumbashi"",""Democratic Republic of the Congo""
BUY,""Банбери"",""Bunbury"",""-33.34:115.642"",""Australia/Perth"",""Australia""
BUZ,""Бушир"",""Bushehr"",""28.922041:50.833092"",""Asia/Tehran"",""Iran""
BVB,""Боа Виста"",""Boa Vista"",""2.8195384:-60.6714006"",""America/Fortaleza"",""Brazil""
BVC,""Боа Виста"",""Boa Vista"",""16.1372504:-22.858217"",""America/Bahia"",""Cape Verde""
BVD,""Залив Бивер"",""Beaver Inlet"",""53.8357477:-166.2965576"",""America/Nome"",""United States""
BVE,""Брив-ла-Гайард"",""Brive-La-Gaillarde"",""45.15:1.47"",""Europe/Paris"",""France""
BVF,""Буа"",""Bua"",""-16.8:178.62"",""Asia/Bangkok"",""Fiji""
BVG,""Берлевог"",""Berlevag"",""70.87:29.03"",""Europe/Oslo"",""Norway""
BVH,""Вилена"",""Vilhena"",""-12.7340597:-60.1445857"",""America/Porto_Velho"",""Brazil""
BVI,""Бердсвилл"",""Birdsville"",""-25.8982908:139.3535809"",""Australia/Lindeman"",""Australia""
BVK,""Хуакарайе"",""Huacaraje"",""-13.53:-63.8"",""America/La_Paz"",""Bolivia""
BVL,""Баурес"",""Baures"",""-13.58:-63.58"",""America/La_Paz"",""Bolivia""
BVM,""Бельмонте"",""Belmonte"",""-15.87:-38.87"",""America/Recife"",""Brazil""
BVO,""Бартлсвилл"",""Bartlesville"",""36.7473114:-95.9808179"",""America/Chicago"",""United States""
BVP,""Боловип"",""Bolovip"",""-5.35:141.65"",""Pacific/Port_Moresby"",""Papua New Guinea""
BVR,""Брава"",""Brava"",""14.8661257:-24.7024179"",""America/Manaus"",""Cape Verde""
BVS,""Бревис"",""Breves"",""-1.6825624:-50.4808365"",""America/Santarem"",""Brazil""
BVU,""Бельюга"",""Beluga"",""61.1338889:-151.1647222"",""America/Anchorage"",""United States""
BVW,""Батавиа-Даунс"",""Batavia Downs"",""-12.66:142.67"",""Australia/Lindeman"",""Australia""
BVX,""Бейтсвилл"",""Batesville"",""35.769799:-91.6409721"",""America/Chicago"",""United States""
BVY,""Беверли"",""Beverly"",""42.5584283:-70.880049"",""America/Chicago"",""United States""
BVZ,""Беверли Спрингс"",""Beverley Springs"",""-16.73:125.44"",""Australia/Eucla"",""Australia""
BWA,""Бхаирава"",""Bhairawa"",""27.51:83.42"",""Asia/Kathmandu"",""Nepal""
BWB,""Остров Барроу"",""Barrow Island"",""-20.7804342:115.4022706"",""Australia/Perth"",""Australia""
BWC,""Броли"",""Brawley"",""32.9786566:-115.530267"",""America/Chicago"",""United States""
BWD,""Браунвуд"",""Brownwood"",""31.7093197:-98.9911611"",""America/New_York"",""United States""
BWE,""Брауншвейг"",""Braunschweig"",""52.2641478:10.5263803"",""Europe/Berlin"",""Germany""
BWF,""Барроу-ин-Фернесс"",""Barrow-In-Furness"",""54.1172049:-3.2256888"",""America/Paramaribo"",""United Kingdom""
BWG,""Боулинг Грин"",""Bowling Green"",""38.07:-77.32"",""America/New_York"",""United States""
BWH,""Баттерворс"",""Butterworth"",""5.47:100.39"",,""Malaysia""
BWJ,""Баван"",""Bawan"",""-6.4:146.9"",""Asia/Kuching"",""Papua New Guinea""
BWK,""Бол"",""Bol"",""43.2619258:16.6537642"",""Europe/Zagreb"",""Croatia""
BWL,""Блэкуэлл"",""Blackwell"",""36.8044767:-97.2828207"",""America/Chicago"",""United States""
BWM,""Боумен"",""Bowman"",""46.1830618:-103.3949061"",""America/Chicago"",""United States""
BWN,""Бандар Сери Бегаван"",""Bandar Seri Begawan"",""4.940879:114.948601"",""Asia/Brunei"",""Brunei""
BWO,""Балаково"",""Balakovo"",""52.0210685:47.8057596"",""Europe/Volgograd"",""Russia""
BWP,""Бевенаи"",""Bewani"",""-3.02:141.15"",""Pacific/Port_Moresby"",""Papua New Guinea""
BWQ,""Брюаррина"",""Brewarrina"",""-29.9623829:146.86118"",""Australia/Sydney"",""Australia""
BWS,""Блейн"",""Blaine"",""48.993723:-122.7471191"",""America/New_York"",""United States""
BWT,""Берни"",""Burnie"",""-41.0636111:145.8919444"",""Australia/Hobart"",""Australia""
BWY,""Вудбридж"",""Woodbridge"",""52.0942531:1.3131269"",""Europe/London"",""United Kingdom""
BXA,""Богальюза"",""Bogalusa"",""30.7910204:-89.8486858"",""America/Chicago"",""United States""
BXB,""Бабо"",""Babo"",""-2.546411:133.422321"",""Asia/Jakarta"",""Indonesia""
BXC,""Боксборо"",""Boxborough"",""42.4834197:-71.5167139"",""America/Indiana/Vevay"",""United States""
BXD,""Баде"",""Bade"",""-7.15:139.57"",""Asia/Jayapura"",""Indonesia""
BXE,""Бакел"",""Bakel"",""14.85:-12.47"",""Africa/Dakar"",""Senegal""
BXF,""Бельбурн"",""Belburn"",,""+0.0"",""Australia""
BXG,""Бендиго"",""Bendigo"",""-36.7587112:144.2837459"",""+10.0"",""Australia""
BXH,""Балхаш"",""Balhash"",""46.6355316:75.7571554"",""Asia/Almaty"",""Kazakhstan""
BXI,""Бундиали"",""Boundiali"",""9.522121:-6.488646"",""Africa/Abidjan"",""Ivory Coast""
BXJ,""Бурундай"",""Burundai"",""45.08:74.02"",""Asia/Almaty"",""Kazakhstan""
BXK,""Бакай"",""Buckeye"",""33.3703197:-112.5837766"",""America/Chicago"",""United States""
BXL,""Блю Лагун"",""Blue Lagoon"",""-16.94:177.37"",""Africa/Lusaka"",""Fiji""
BXM,""Батом"",""Batom"",""-2.28:139.6"",""Asia/Karachi"",""Indonesia""
BXN,""Бодрум"",""Bodrum"",""37.25:27.66"",""Europe/Istanbul"",""Turkey""
BXO,""Буочс"",""Buochs"",""11.88:-15.65"",,""Guinea-Bissau""
BXR,""Бам"",""Bam"",""29.11054:58.353951"",""Asia/Tehran"",""Iran""
BXS,""Боррего Спрингс"",""Borrego Springs"",""33.2558717:-116.375012"",""America/Los_Angeles"",""United States""
BXT,""Бонтанг"",""Bontang"",""0.12:117.47"",""Asia/Makassar"",""Indonesia""
BXU,""Бутуан"",""Butuan"",""8.95:125.5333333"",""Asia/Manila"",""Philippines""
BXV,""Бреиддэлсвик"",""Breiddalsvik"",""64.79:-14.02"",""Atlantic/Reykjavik"",""Iceland""
BXX,""Борама"",""Borama"",""9.93:43.15"",""Africa/Mogadishu"",""Somalia""
BXZ,""Бансил"",""Bunsil"",,""Pacific/Port_Moresby"",""Papua New Guinea""
BYA,""Баундари"",""Boundary"",""64.0783363:-141.1190685"",""America/Los_Angeles"",""United States""
BYB,""Дибаа"",""Dibaa"",""25.6:56.23"",""Asia/Muscat"",""Oman""
BYC,""Якуиба"",""Yacuiba"",""-22.0394444:-63.6816667"",""America/La_Paz"",""Bolivia""
BYD,""Бейда"",""Beidah"",""14.133333:46.55"",""Asia/Dubai"",""Yemen""
BYG,""Буффало"",""Buffalo"",""44.3483072:-106.6989375"",""America/Indiana/Knox"",""United States""
BYI,""Руперт"",""Rupert"",""42.6190756:-113.6772348"",""America/Chicago"",""United States""
BYK,""Буаке"",""Bouake"",""7.688089:-5.030654"",""Africa/Abidjan"",""Ivory Coast""
BYL,""Белла Йелла"",""Bella Yella"",""7.37:-9.98"",""Africa/Monrovia"",""Liberia""
BYM,""Баямо"",""Bayamo"",""20.38122:-76.641541"",""America/Havana"",""Cuba""
BYN,""Баянхонгор"",""Bayankhongor"",""46.1916667:100.7177778"",""Asia/Ulaanbaatar"",""Mongolia""
BYO,""Бониту"",""Bonito"",""-21.1312979:-56.4801409"",,""Brazil""
BYQ,""Бунью"",""Bunyu"",""3.46:117.87"",""Asia/Makassar"",""Indonesia""
BYR,""Лесё"",""Laeso Island"",""57.2766331:10.9925388"",""Europe/Copenhagen"",""Denmark""
BYS,""Форт Ирвин"",""Fort Irwin"",,""America/Los_Angeles"",""United States""
BYT,""Бантри"",""Bantry"",""51.6809979:-9.4503702"",""Europe/Dublin"",""Ireland""
BYU,""Байройт"",""Bayreuth"",""49.9415577:11.5710306"",""Europe/Berlin"",""Germany""
BYW,""Остров Блэкли"",""Blakely Island"",""48.5628631:-122.7982346"",""America/Los_Angeles"",""United States""
BYX,""Банияла"",""Baniyala"",""-13.2:136.23"",""Australia/Darwin"",""Australia""
BZA,""Бонанса"",""Bonanza"",""14.0420696:-84.5615274"",""America/Managua"",""Nicaragua""
BZB,""Илха до Базаруто"",""Bazaruto Island"",""-21.6491531:35.4672368"",""Africa/Maputo"",""Mozambique""
BZC,""Армасан-дус-Бузиус"",""Buzios"",""-22.7480772:-41.8813152"",""America/Sao_Paulo"",""Brazil""
BZD,""Балранолд"",""Balranald"",""-34.6394729:143.5629803"",""Australia/Sydney"",""Australia""
BZE,""Белиз"",""Belize City"",""17.497713:-88.186654"",""America/Belize"",""Belize""
BZG,""Быдгощ"",""Bydgoszcz"",""53.1234804:18.0084378"",""Europe/Warsaw"",""Poland""
BZH,""Буми Хиллс"",""Bumi Hills"",""-17.48:28.52"",""Africa/Harare"",""Zimbabwe""
BZI,""Балыкесир"",""Balikesir"",""39.648369:27.88261"",""-2.0"",""Turkey""
BZK,""Брянск"",""Briansk"",""53.3106613:34.3003695"",""Europe/Moscow"",""Russia""
BZL,""Барисал"",""Barisal"",""22.7:90.3666667"",""Asia/Dhaka"",""Bangladesh""
BZM,""Берген-оп-Зом"",""Bergen Op Zoom"",""51.4945758:4.2871622"",""Europe/Amsterdam"",""Netherlands""
BZN,""Бозмана"",""Bozeman"",""45.68346:-111.050499"",""America/Boise"",""United States""
BZO,""Больцано"",""Bolzano"",""46.4967153:11.3580048"",""Europe/Rome"",""Italy""
BZP,""Бизант"",""Bizant"",""-14.74:144.12"",""Australia/Lindeman"",""Australia""
BZR,""Безье"",""Beziers"",""43.344233:3.215795"",""Europe/Paris"",""France""
BZT,""Бразориа"",""Brazoria"",""29.0444147:-95.5691126"",""America/Chicago"",""United States""
BZU,""Бут"",""Buta"",""2.8:24.7333333"",""Africa/Lubumbashi"",""Democratic Republic of the Congo""
BZV,""Браззавиль"",""Brazzaville"",""-4.2666667:15.2833333"",""Africa/Brazzaville"",""Republic of the Congo""
BZY,""Бельцы"",""Beltsy"",""47.75494:27.913"",""Europe/Moscow"",""Moldova""
CAA,""Катакамас"",""Catacamas"",""14.8342325:-85.8781201"",""America/Tegucigalpa"",""Honduras""
CAB,""Кабинда"",""Cabinda"",""-5.556549:12.18984"",""Africa/Luanda"",""Angola""
CAC,""Каскавел"",""Cascavel"",""-24.9554503:-53.4552361"",""America/Recife"",""Brazil""
CAD,""Кадиллак"",""Cadillac"",""44.28:-85.42"",""America/New_York"",""United States""
CAE,""Колумбия"",""Columbia"",""34.0007104:-81.0348144"",""America/New_York"",""United States""
CAF,""Карауари"",""Carauari"",""-4.8790675:-66.9000867"",""America/Manaus"",""Brazil""
CAG,""Кальяри"",""Cagliari"",""39.2154086:9.1093239"",""Europe/Rome"",""Italy""
CAH,""Камау"",""Ca Mau"",""9.1833333:105.15"",""Asia/Ho_Chi_Minh"",""Vietnam""
CAI,""Каир"",""Cairo"",""30.064742:31.249509"",""Africa/Cairo"",""Egypt""
CAJ,""Канаима"",""Canaima"",""6.23:-62.85"",""America/Caracas"",""Venezuela""
CAK,""Кантон (Акрон)"",""Canton (Acron)"",""40.802:-81.379"",,""United States""
CAL,""Кэмпбелтаун"",""Campbeltown"",""55.4234779:-5.6061851"",""Europe/London"",""United Kingdom""
CAM,""Камири"",""Camiri"",""-20.0249637:-63.5216019"",""America/La_Paz"",""Bolivia""
CAN,""Гуанчжоу"",""Guangzhou"",""23.129163:113.264435"",""Asia/Chongqing"",""China""
CAO,""Клейтон"",""Clayton"",""36.451693:-103.1841039"",""America/New_York"",""United States""
CAP,""Кап-Аициан"",""Cap Haitien"",""19.75622:-72.199669"",""America/Port-au-Prince"",""Haiti""
CAQ,""Кавказ"",""Caucasia"",""7.9833333:-75.2"",""America/Bogota"",""Colombia""
CAR,""Карибу"",""Caribou"",""46.8639995:-67.9980365"",""America/New_York"",""United States""
CAT,""Кэт"",""Cat Island"",""24.3153102:-75.4577775"",""America/Nassau"",""Bahamas""
CAU,""Каруару"",""Caruaru"",""-8.2808101:-35.9754429"",""America/Recife"",""Brazil""
CAV,""Казомбо"",""Cazombo"",""-11.89:22.92"",""Africa/Luanda"",""Angola""
CAW,""Кампос"",""Campos"",""-21.7:-41.3"",""America/Recife"",""Brazil""
CAX,""Карлайл"",""Carlisle"",""54.8951211:-2.9335682"",""Europe/London"",""United Kingdom""
CAY,""Кайенна"",""Cayenne"",""4.9227:-52.3269"",""America/Cayenne"",""French Guiana""
CAZ,""Кобар"",""Cobar"",""-31.4979708:145.8381988"",""Australia/Sydney"",""Australia""
CBA,""Залив Корнер"",""Corner Bay"",""57.7370028:-135.123814"",""America/Juneau"",""United States""
CBB,""Кочабамба"",""Cochabamba"",""-17.38414:-66.166702"",""America/La_Paz"",""Bolivia""
CBC,""Черрабан"",""Cherrabun"",""-18.92:125.55"",""Australia/Perth"",""Australia""
CBD,""Никобар"",""Car Nicobar"",""9.15:92.82"",""Asia/Kolkata"",""India""
CBE,""Камберленд"",""Cumberland"",""39.6528654:-78.7625185"",""America/Indiana/Vevay"",""United States""
CBF,""Каунсил-Блафс"",""Council Bluffs"",""41.2619444:-95.8608333"",""America/Chicago"",""United States""
CBG,""Кембридж"",""Cambridge"",""52.2025441:0.1312368"",""Europe/London"",""United Kingdom""
CBH,""Бешаре"",""Bechar"",""31.608219:-2.220005"",""Africa/Algiers"",""Algeria""
CBI,""Кейп-Баррен"",""Cape Barren Island"",""-40.3982432:148.2014489"",""Australia/Hobart"",""Australia""
CBJ,""Кабо Рохо"",""Cabo Rojo"",""17.8967:-71.652428"",""America/Santo_Domingo"",""Dominican Republic""
CBK,""Колби"",""Colby"",""39.3958369:-101.0523773"",""America/New_York"",""United States""
CBL,""Сьюдад Боливар"",""Ciudad Bolivar"",""8.122:-63.55"",""America/Caracas"",""Venezuela""
CBN,""Киребон"",""Cirebon"",""-6.76:108.54"",""Asia/Jakarta"",""Indonesia""
CBO,""Котабато"",""Cotabato"",""7.17:124.21"",""Asia/Manila"",""Philippines""
CBP,""Коимбра"",""Coimbra"",""40.211491:-8.4292014"",""Europe/Lisbon"",""Portugal""
CBQ,""Калабар"",""Calabar"",""4.98:8.35"",""Africa/Lagos"",""Nigeria""
CBR,""Канберра"",""Canberra"",""-35.3080556:149.1244444"",""Australia/Sydney"",""Australia""
CBS,""Кабимас"",""Cabimas"",""10.4:-71.45"",""America/Caracas"",""Venezuela""
CBT,""Катумбела"",""Catumbela"",""-12.48:13.49"",""Africa/Luanda"",""Angola""
CBU,""Котбус"",""Cottbus"",""51.7607292:14.3274885"",""Europe/Berlin"",""Germany""
CBV,""Кобан"",""Coban"",""15.4708357:-90.3723458"",""America/Guatemala"",""Guatemala""
CBW,""Кампо Моуаро"",""Campo Mourao"",""-24.05:-52.37"",""America/Sao_Paulo"",""Brazil""
CBX,""Кондоболин"",""Condobolin"",""-33.0889514:147.1510598"",""Australia/Sydney"",""Australia""
CBY,""Каноби"",""Canobie"",""-19.48:140.93"",""Australia/Brisbane"",""Australia""
CBZ,""Кабин Крик"",""Cabin Creek"",""55.383333:-132.416667"",""America/Indiana/Knox"",""United States""
CCA,""Форт Чаффи"",""Fort Chaffee"",,""America/Chicago"",""United States""
CCB,""Апленд"",""Upland"",""34.09751:-117.6483876"",""America/Los_Angeles"",""United States""
CCC,""Кайо-Коко"",""Cayo Coco"",""22.5090128:-78.4069732"",""America/Havana"",""Cuba""
CCF,""Каркасон"",""Carcassonne"",""43.212161:2.353663"",""Europe/Paris"",""France""
CCG,""Крейн"",""Crane"",""31.3973624:-102.3501419"",""America/Indiana/Vincennes"",""United States""
CCH,""Чиле-Чико"",""Chile Chico"",""-46.58:-71.69"",""America/Santiago"",""Chile""
CCI,""Конкордия"",""Concordia"",""-27.2342468:-52.0285877"",""America/Fortaleza"",""Brazil""
CCJ,""Кожикоде"",""Kozhikode"",""11.2554:75.781212"",""Asia/Kolkata"",""India""
CCK,""Кокосовые острова"",""Cocos Islands"",""-12.19:96.83"",""Indian/Cocos"",""Cocos Islands""
CCL,""Чинчилла"",""Chinchilla"",""-26.7394351:150.6250631"",""Australia/Brisbane"",""Australia""
CCM,""Крисиума"",""Criciuma"",""-28.6782979:-49.3703961"",""America/Sao_Paulo"",""Brazil""
CCN,""Чакчаран"",""Chakcharan"",""34.53:65.27"",""Asia/Kabul"",""Afghanistan""
CCO,""Каримагуа"",""Carimagua"",""4.56:-71.34"",""America/Bogota"",""Colombia""
CCP,""Консепсьон"",""Concepcion"",""-36.8281944:-73.0513694"",""America/Santiago"",""Chile""
CCQ,""Кашуэйра"",""Cachoeira"",""-12.5891079:-38.969086"",""America/Maceio"",""Brazil""
CCR,""Конкорд"",""Concord"",""37.9779776:-122.0310733"",""America/Los_Angeles"",""United States""
CCS,""Каракас"",""Caracas"",""10.491016:-66.902061"",""America/Caracas"",""Venezuela""
CCT,""Колония-Катриэль"",""Colonia Catriel"",""-37.91:-67.83"",""America/Argentina/Salta"",""Argentina""
CCU,""Калькутта"",""Kolkata"",""22.572646:88.363895"",""Asia/Kolkata"",""India""
CCV,""Крейг Ков"",""Craig Cove"",""-16.2579095:167.9213877"",""Pacific/Efate"",""Vanuatu""
CCW,""Коуэлл"",""Cowell"",""-33.6836181:136.9249075"",""Australia/Adelaide"",""Australia""
CCX,""Касерис"",""Caceres"",""-16.0744913:-57.6598386"",""America/Cuiaba"",""Brazil""
CCY,""Чарльз Сити"",""Charles City"",""43.0663612:-92.6724112"",""America/New_York"",""United States""
CCZ,""Чаб Кей"",""Chub Cay"",""25.4168778:-77.8910321"",""America/Nassau"",""Bahamas""
CDA,""Куинда"",""Cooinda"",""-12.9:132.53"",""Australia/Brisbane"",""Australia""
CDB,""Колд Бэй"",""Cold Bay"",""55.204498:-162.7183867"",""America/Anchorage"",""United States""
CDC,""Сидар Сити"",""Cedar City"",""37.6774769:-113.0618931"",""America/Chicago"",""United States""
CDD,""Каукира"",""Cauquira"",""15.2641267:-83.5973176"",""America/Tegucigalpa"",""Honduras""
CDE,""Каледония"",""Caledonia"",""56.0:-134.14"",""Pacific/Noumea"",""Panama""
CDH,""Камден"",""Camden"",""33.5845581:-92.8343294"",""America/Chicago"",""United States""
CDI,""Качоэйро-Итапемирим"",""Cachoeiro Itapemirim"",""39.98:-81.58"",""America/Sao_Paulo"",""Brazil""
CDJ,""Консейсан-ду-Арагуая"",""Conceicao Do Araguaia"",""-8.2581071:-49.2695674"",""America/Araguaina"",""Brazil""
CDK,""Сидар Ки"",""Cedar Key"",""29.1385785:-83.0351212"",""America/Kentucky/Monticello"",""United States""
CDL,""Кэндл"",""Candle"",""65.914268:-161.934799"",""America/Nome"",""United States""
CDN,""Камден"",""Camden"",""34.2465393:-80.6070237"",""America/Chicago"",""United States""
CDO,""Крадок"",""Cradock"",""-32.16:25.65"",""Africa/Johannesburg"",""South Africa""
CDP,""Кадапа"",""Cuddapah"",""14.47022:78.82058"",""Asia/Kolkata"",""India""
